filename,brand,doc_type,trade,agent_text_chunks,agent_visual_assets,ingest_status
Expol Deep Dive - EXPOL-Technical-Guide-2023-UnderFloor-Section.pdf,Expol,Technical_Manual,underfloor_insulation,8,0,Text Only
Expol Deep Dive - EXPOL-ThermaSlab-Edge-Brochure-August2023.pdf,Expol,Product_Guide,expol_general,5,0,Text Only
Expol Deep Dive - Technical Data Sheet - EXPOL GeoFoam Family (EPS) (August 2025).pdf,Expol,Technical_Data_Sheet,structural_fill,9,0,Text Only
Expol Deep Dive - Technical Data Sheet - EXPOL SLABX200 (EPS) (September 2022).pdf,Expol,Technical_Data_Sheet,slab_insulation,6,0,Text Only
Expol Deep Dive - Technical Data Sheet - EXPOL StyroDrain (EPS) (September 2022).pdf,Expol,Technical_Data_Sheet,drainage,6,0,Text Only
Expol Deep Dive - Technical Data Sheet - EXPOL ThermaSlab Edge (XPS) (July 2023).pdf,Expol,Technical_Data_Sheet,slab_insulation,6,0,Text Only
Expol Deep Dive - Technical Data Sheet - EXPOL ThermaSlab Family (EPS) (August 2025).pdf,Expol,Technical_Data_Sheet,slab_insulation,8,0,Text Only
Expol Deep Dive - Technical Data Sheet - EXPOL UnderFloor Insulation Family (August 2025).pdf,Expol,Technical_Data_Sheet,underfloor_insulation,7,0,Text Only
Expol Deep Dive - Technical-Data-Sheet-EXPOL-Platinum-Board-EPS-December-2024.pdf,Expol,Technical_Manual,board_insulation,5,0,Text Only
Expol Deep Dive - Technical-Data-Sheet-EXPOL-X-XPS-July-2023.pdf,Expol,Technical_Manual,board_insulation,8,0,Text Only
F4-AS1_Amendment-6-2021,NZ Building Code,Compliance_Document,acceptable_solution,46,0,Text Only
F6-AS1_Amendment-3-2021,NZ Building Code,Compliance_Document,acceptable_solution,58,0,Text Only
F7-AS1_5th-Edition-2023,NZ Building Code,Compliance_Document,acceptable_solution,26,0,Text Only
Fasteners Full Suite,Fasteners,Technical_Data_Sheet,fasteners,893,0,Text Only
Final Sweep - Bremick,Bremick,Product_Catalog,screws,526,0,Text Only
Final Sweep - Buildex,Buildex,Product_Catalog,fasteners,536,0,Text Only
Final Sweep - Delfast,Delfast,Product_Catalog,fasteners,208,0,Text Only
Final Sweep - Ecko,Ecko,Product_Catalog,decking,10,0,Text Only
Final Sweep - MacSim,MacSim,Product_Catalog,screws,3637,0,Text Only
Final Sweep - Mainland_Fasteners,Mainland Fasteners,Product_Catalog,fasteners,100,0,Text Only
Final Sweep - MiTek,MiTek,Product_Catalog,fasteners,37,0,Text Only
Final Sweep - NZSIP,NZSIP,Product_Catalog,fasteners,181,0,Text Only
Final Sweep - NZ_Nails,NZ Nails,Product_Catalog,fasteners,3,0,Text Only
Final Sweep - Paslode,Paslode,Product_Catalog,fasteners,121,0,Text Only
Final Sweep - PlaceMakers,PlaceMakers,Product_Catalog,fasteners,172,0,Text Only
Final Sweep - Pryda,Pryda,Product_Catalog,framing,228,0,Text Only
Final Sweep - Ramset,Ramset,Product_Catalog,fasteners,11,0,Text Only
Final Sweep - SPAX,SPAX,Product_Catalog,fasteners,279,0,Text Only
Final Sweep - Simpson_Strong_Tie,Simpson Strong Tie,Product_Catalog,bracing,359,0,Text Only
Final Sweep - Titan,Titan,Technical_Data_Sheet,fasteners,13,0,Text Only
Final Sweep - Zenith,Zenith,Product_Catalog,fasteners,5241,0,Text Only
Firth Deep Dive (Universal),Firth,Technical_Manual,foundations,513,0,Text Only
G12-AS1_3rd-Edition-Amd14-2024,NZ Building Code,Compliance_Document,acceptable_solution,66,0,Text Only
G13-AS1_3rd-Edition-Amd14-2024,NZ Building Code,Compliance_Document,acceptable_solution,93,0,Text Only
GIB Full Suite,GIB,Installation_Guide,interior_linings,701,0,Text Only
GIB Site Guide 2024,GIB,Installation_Guide,interior_linings,325,0,Text Only
GIB-Bracing-Supplement-2016,NZ Building Code,Compliance_Document,technical_manual,40,0,Text Only
GIB-EzyBrace-Systems-2016,NZ Building Code,Compliance_Document,technical_manual,61,0,Text Only
GIB-Fire-Systems-Manual,NZ Building Code,Compliance_Document,technical_manual,292,0,Text Only
GreenStuf Deep Dive - AAB Datasheet.pdf,GreenStuf,Technical_Data_Sheet,acoustic_insulation,12,0,Text Only
GreenStuf Deep Dive - AAB Install Instructions.pdf,GreenStuf,Installation_Guide,acoustic_insulation,15,0,Text Only
GreenStuf Deep Dive - ADW Autex Duct Wrap Datasheet.pdf,GreenStuf,Technical_Data_Sheet,duct_insulation,9,0,Text Only
GreenStuf Deep Dive - ARD Autex Rigid Duct Liner Datasheet.pdf,GreenStuf,Technical_Data_Sheet,duct_insulation,10,0,Text Only
GreenStuf Deep Dive - ASB Datasheet.pdf,GreenStuf,Technical_Data_Sheet,acoustic_insulation,16,0,Text Only
GreenStuf Deep Dive - Baffleblock Datasheet.pdf,GreenStuf,Technical_Data_Sheet,acoustic_insulation,13,0,Text Only
GreenStuf Deep Dive - Downlight Installation Guide.pdf,GreenStuf,Product_Guide,general_insulation,6,0,Text Only
GreenStuf Deep Dive - Existing-Homes Brochure.pdf,GreenStuf,Product_Guide,general_insulation,60,0,Text Only
GreenStuf Deep Dive - GIB Noise Control Systems.pdf,GreenStuf,Product_Guide,acoustic_insulation,6,0,Text Only
GreenStuf Deep Dive - GS Durability Warranty.pdf,GreenStuf,Warranty,general_insulation,4,0,Text Only
GreenStuf Deep Dive - GS Residential Guide .pdf,GreenStuf,Product_Guide,general_insulation,86,0,Text Only
GreenStuf Deep Dive - GS Wool Building Product Information Requirements.pdf,GreenStuf,Technical_Data_Sheet,duct_insulation,8,0,Text Only
GreenStuf Deep Dive - GS_NZ_BR_H1 Compliance Toolkit_Nov22_CD.pdf,GreenStuf,Product_Guide,general_insulation,52,0,Text Only
GreenStuf Deep Dive - GS_NZ_DS_BIB_May20_SB.pdf,GreenStuf,Technical_Data_Sheet,wall_insulation,10,0,Text Only
GreenStuf Deep Dive - GS_NZ_PIR Panel_digital.pdf,GreenStuf,Technical_Data_Sheet,general_insulation,9,0,Text Only
GreenStuf Deep Dive - GS_NZ_WT_Certificate of Warranty_Oct23_CD_digital.pdf,GreenStuf,Warranty,general_insulation,6,0,Text Only
GreenStuf Deep Dive - GS_PIR Install Instructions_digital.pdf,GreenStuf,Installation_Guide,general_insulation,8,0,Text Only
GreenStuf Deep Dive - Garage Door Insulation Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,general_insulation,6,0,Text Only
GreenStuf Deep Dive - GreenStuf Product List.pdf,GreenStuf,Product_Guide,duct_insulation,33,0,Text Only
GreenStuf Deep Dive - Masonry Wall Blanket Datasheet.pdf,GreenStuf,Technical_Data_Sheet,masonry_insulation,11,0,Text Only
GreenStuf Deep Dive - Masonry Wall Blanket Install Instructions.pdf,GreenStuf,Installation_Guide,masonry_insulation,6,0,Text Only
GreenStuf Deep Dive - Material Safety Datasheet.pdf,GreenStuf,Technical_Data_Sheet,general_insulation,10,0,Text Only
GreenStuf Deep Dive - Phenolic Foam Board Certificate of Warranty.pdf,GreenStuf,Warranty,duct_insulation,8,0,Text Only
GreenStuf Deep Dive - Phenolic Foam Board Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,duct_insulation,9,0,Text Only
GreenStuf Deep Dive - Phenolic Foam Board Install Instructions.pdf,GreenStuf,Installation_Guide,duct_insulation,6,0,Text Only
GreenStuf Deep Dive - Phenolic Pipe Lagging Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,general_insulation,9,0,Text Only
GreenStuf Deep Dive - Phenolic_PIR Building Product Information Requirements.pdf,GreenStuf,Technical_Data_Sheet,duct_insulation,8,0,Text Only
GreenStuf Deep Dive - Sound Solution Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,acoustic_insulation,14,0,Text Only
GreenStuf Deep Dive - Thermal Ceiling Insulation Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,ceiling_insulation,14,0,Text Only
GreenStuf Deep Dive - Thermal Insulation.pdf,GreenStuf,Installation_Guide,general_insulation,6,0,Text Only
GreenStuf Deep Dive - Thermal Soffit Liner Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,roof_insulation,20,0,Text Only
GreenStuf Deep Dive - Thermal Soffit Liner Install Instructions.pdf,GreenStuf,Installation_Guide,roof_insulation,20,0,Text Only
GreenStuf Deep Dive - Thermal Wall Insulation Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,wall_insulation,11,0,Text Only
GreenStuf Deep Dive - Trade Guide.pdf,GreenStuf,Product_Guide,general_insulation,7,0,Text Only
GreenStuf Deep Dive - Underfloor DataSheet.pdf,GreenStuf,Technical_Data_Sheet,underfloor_insulation,12,0,Text Only
GreenStuf Deep Dive - Underfloor Install Instructions.pdf,GreenStuf,Installation_Guide,underfloor_insulation,11,0,Text Only
GreenStuf Deep Dive - Wool Insulation Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,general_insulation,18,0,Text Only
GreenStuf Deep Dive - Wool Insulation Install Instructions.pdf,GreenStuf,Installation_Guide,general_insulation,5,0,Text Only
GreenStuf Deep Dive - Wool Insulation Material Safety Data Sheet.pdf,GreenStuf,Technical_Data_Sheet,general_insulation,3,0,Text Only
H1-AS1_6th-Edition,NZ Building Code,Compliance_Document,acceptable_solution,254,0,Text Only
H1-VM1_6th-Edition-2025,NZ Building Code,Compliance_Document,verification_method,123,0,Text Only
Internal-WetArea-Membrane-CodeOfPractice_4th-Edition-2020,NZ Building Code,Compliance_Document,industry_code,389,0,Text Only
J&L Duke - 593_2022,J&L Duke,Technical_Data_Sheet,structural_panel,19,0,Text Only
J&L Duke - Inter-Tenancy-Wall-Technical-Literature-1,J&L Duke,Technical_Manual,structural_panel,9,0,Text Only
J&L Duke - J-Frame-Design-Installation-Guide-2025-1,J&L Duke,Installation_Guide,engineered_timber,4,0,Text Only
J&L Duke - J-Frame-and-Exposure-to-the-Elements-1,J&L Duke,Technical_Data_Sheet,engineered_timber,1,0,Text Only
J&L Duke - J-Frame-beam-span-tables-V1.0,J&L Duke,Technical_Data_Sheet,engineered_timber,5,0,Text Only
J&L Duke - J-Frame-stud-span-tables-V1.0,J&L Duke,Technical_Data_Sheet,engineered_timber,3,0,Text Only
J&L Duke - J-frame-BRANZ,J&L Duke,Certification,engineered_timber,10,0,Text Only
J&L Duke - Triboard-Bracing-Details-1,J&L Duke,Technical_Data_Sheet,structural_panel,1,0,Text Only
J&L Duke - Triboard-Brochure-2022-1,J&L Duke,Product_Catalog,structural_panel,7,0,Text Only
J&L Duke - Triboard-Constuction-System-Appraisal-481,J&L Duke,Certification,structural_panel,21,0,Text Only
J&L Duke - Triboard-General-MSDS-2020-1,J&L Duke,Safety_Data_Sheet,structural_panel,11,0,Text Only
J&L Duke - Triboard-Lining-TGV-Panels-Brochure-1,J&L Duke,Product_Catalog,structural_panel,2,0,Text Only
J&L Duke - Triboard-TGV-Lining-Panel-FAQ-1-1,J&L Duke,Product_Guide,interior_linings,2,0,Text Only
J&L Duke - Triboard-Wall-Lining-Installation-Sheet-2022,J&L Duke,Installation_Guide,structural_panel,9,0,Text Only
James Hardie Full Suite,James Hardie,Installation_Guide,cladding,2504,0,Text Only
James Hardie Installation Guides,James Hardie,Installation_Guide,cladding,53,0,Text Only
Kingspan Deep Dive - Kingspan KS1000 RW CodeMark Roof Details Ver. Q4 2023 -Technical Drawings.pdf,Kingspan,CAD_Detail,wall_panel,41,0,Text Only
Kingspan Deep Dive - Kingspan KS1000 RW CodeMark Roof High Humidity Details Ver. Q4 2023 -Technical Drawings.pdf,Kingspan,CAD_Detail,wall_panel,11,0,Text Only
Kingspan Deep Dive - kingspan-aircell-insulation-tape-product-datasheet-en-nz.pdf,Kingspan,Technical_Data_Sheet,insulation_accessories,1,0,Text Only
Kingspan Deep Dive - kingspan-architectural-wall-panel-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,wall_panel,10,0,Text Only
Kingspan Deep Dive - kingspan-architectural-wall-panel-environmental-product-declaration-en-nz-au.pdf,Kingspan,Technical_Manual,kingspan_panels_general,19,0,Text Only
Kingspan Deep Dive - kingspan-architectural-wall-panel-installation-guide-horizontal-en-nz.pdf,Kingspan,Installation_Guide,wall_panel,10,0,Text Only
Kingspan Deep Dive - kingspan-architectural-wall-panel-installation-guide-vertical-en-nz.pdf,Kingspan,Installation_Guide,wall_panel,3,0,Text Only
Kingspan Deep Dive - kingspan-architectural-wall-panel-technical-drawing-horizontal-en-nz.pdf,Kingspan,CAD_Detail,wall_panel,26,0,Text Only
Kingspan Deep Dive - kingspan-architectural-wall-panel-technical-drawing-vertical-en-nz.pdf,Kingspan,CAD_Detail,wall_panel,19,0,Text Only
Kingspan Deep Dive - kingspan-awp-evolution-codemark-certificate-en-nz.pdf,Kingspan,Certification,wall_panel,4,0,Text Only
Kingspan Deep Dive - kingspan-evolution-panelised-facade-environmental-product-declaration-en-nz-au.pdf,Kingspan,CAD_Detail,kingspan_panels_general,19,0,Text Only
Kingspan Deep Dive - kingspan-greenguard-gg300-product-datasheet-en-nz.pdf,Kingspan,Technical_Data_Sheet,below_grade_insulation,5,0,Text Only
Kingspan Deep Dive - kingspan-k-roc-firemaster-wall-panel-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,fire_rated_panel,5,0,Text Only
Kingspan Deep Dive - kingspan-k-roc-firemaster-wall-vertical-technical-drawing-standard-en-nz.pdf,Kingspan,CAD_Detail,fire_rated_panel,5,0,Text Only
Kingspan Deep Dive - kingspan-k-roc-rockspan-wall-horizontal-technical-drawing-standard-en-nz.pdf,Kingspan,CAD_Detail,wall_panel,3,0,Text Only
Kingspan Deep Dive - kingspan-k-roc-rockspan-wall-panel-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,wall_panel,4,0,Text Only
Kingspan Deep Dive - kingspan-k-roc-rockspan-wall-vertical-technical-drawing-standard-en-nz.pdf,Kingspan,CAD_Detail,wall_panel,9,0,Text Only
Kingspan Deep Dive - kingspan-k10-composite-steel-decking-CF60-en-nz.pdf,Kingspan,Technical_Manual,soffit_insulation,2,0,Text Only
Kingspan Deep Dive - kingspan-k10-composite-steel-decking-CFSR-en-nz.pdf,Kingspan,Technical_Manual,soffit_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k10-composite-steel-decking-batten-fixing-pattern-en-nz.pdf,Kingspan,Installation_Guide,soffit_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k10-concrete-rib-application-en-nz.pdf,Kingspan,Technical_Manual,soffit_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k10-concrete-slab-application-en-nz.pdf,Kingspan,Technical_Manual,soffit_insulation,6,0,Text Only
Kingspan Deep Dive - kingspan-k17-concrete-block-external-corner-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k17-concrete-block-fixing-pattern-option-2-en-nz.pdf,Kingspan,Installation_Guide,wall_insulation,2,0,Text Only
Kingspan Deep Dive - kingspan-k17-concrete-block-inter-story-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k17-concrete-block-internal-corner-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k17-concrete-block-k17-steel-ceiling-battens-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,2,0,Text Only
Kingspan Deep Dive - kingspan-k17-concrete-block-wall-base-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k17-concrete-block-window-head-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,3,0,Text Only
Kingspan Deep Dive - kingspan-k17-timber-frame-external-corner-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k17-timber-frame-internal-corner-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k17-timber-frame-wall-base-concrete-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k17-timber-frame-wall-base-timber-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,1,0,Text Only
Kingspan Deep Dive - kingspan-k17-timber-frame-wall-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,2,0,Text Only
Kingspan Deep Dive - kingspan-k17-timber-frame-window-head-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,3,0,Text Only
Kingspan Deep Dive - kingspan-k17-timber-frame-window-jamb-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,4,0,Text Only
Kingspan Deep Dive - kingspan-k17-timber-frame-window-sill-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,4,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-barge-termination-external-rigid-insulation-profiled-metal-cladding-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,6,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-continuous-over-rafter-65mm-counter-batten-system-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,7,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-continuous-over-rafter-90mm-counter-batten-system-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,8,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-continuous-under-rafter-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,3,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-eaves-termination-external-rigid-insulation-profiled-metal-cladding-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,5,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-flush-to-bottom-of-rafters-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,3,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-flush-to-top-of-rafters-continous-over-rafter-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,3,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-flush-to-top-of-rafters-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,3,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-flush-tobottom-of-rafters-continuous-under-rafter-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,3,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-frame-fully-filling-the-depth-of-rafters-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,2,0,Text Only
Kingspan Deep Dive - kingspan-k7-timber-lockwood-roof-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,6,0,Text Only
Kingspan Deep Dive - kingspan-koolduct-branz-appraisal-en-nz.pdf,Kingspan,Certification,kingspan_boards_general,36,0,Text Only
Kingspan Deep Dive - kingspan-koolduct-product-datasheet-en-nz.pdf,Kingspan,Technical_Data_Sheet,kingspan_boards_general,16,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k10-g2-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,soffit_insulation,24,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k10-g2w-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,soffit_insulation,7,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k10-greentag-certificate-en-au.pdf,Kingspan,Certification,soffit_insulation,12,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k10-k17-epd-en-au.pdf,Kingspan,EPD,soffit_insulation,1381,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k17-product-certificate-en-nz.pdf,Kingspan,Certification,wall_insulation,37,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k17-product-data-sheet-en-nz01.pdf,Kingspan,Technical_Manual,wall_insulation,19,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k17-user-installation-guide-en-nz01.pdf,Kingspan,Installation_Guide,wall_insulation,26,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k20-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,18,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k3-product-datasheet-en-nz-1.pdf,Kingspan,Technical_Data_Sheet,floor_insulation,21,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k5-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,16,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k5-user-installation-guide-en-nz.pdf,Kingspan,Installation_Guide,wall_insulation,10,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k7-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,31,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k7-installation-guide-en-nz.pdf,Kingspan,Installation_Guide,roof_insulation,25,0,Text Only
Kingspan Deep Dive - kingspan-kooltherm-k7-k12-epd-en-au.pdf,Kingspan,EPD,roof_insulation,73,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-codemark-certificate-en-nz.pdf,Kingspan,Certification,wall_panel,18,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-roof-panel-environmental-product-declaration-en-nz-au.pdf,Kingspan,Technical_Manual,kingspan_panels_general,43,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-roof-panel-installation-guide-en-nz.pdf,Kingspan,Installation_Guide,roof_panel,27,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-roof-panel-technical-drawing-standard-en-nz.pdf,Kingspan,CAD_Detail,roof_panel,33,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-roof-wall-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,wall_panel,67,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-wall-panel-installation-guide-horizontal-en-nz.pdf,Kingspan,Installation_Guide,wall_panel,18,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-wall-panel-installation-guide-vertical-en-nz.pdf,Kingspan,Installation_Guide,wall_panel,21,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-wall-panel-technical-drawing-horizontal-en-nz.pdf,Kingspan,CAD_Detail,wall_panel,96,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-wall-panel-technical-drawing-vertical-en-nz.pdf,Kingspan,CAD_Detail,wall_panel,144,0,Text Only
Kingspan Deep Dive - kingspan-ks1000rw-wall-panel-environmental-product-declaration-en-nz-au.pdf,Kingspan,Technical_Manual,kingspan_panels_general,92,0,Text Only
Kingspan Deep Dive - kingspan-ks1100cs-coldstore-panel-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,coldstore_panel,79,0,Text Only
Kingspan Deep Dive - kingspan-ks1100cs-coldstore-panel-environmental-product-declaration-en-nz-au.pdf,Kingspan,Technical_Manual,kingspan_panels_general,111,0,Text Only
Kingspan Deep Dive - kingspan-ks1100cs-coldstore-panel-technical-drawing-standard-en-nz.pdf,Kingspan,CAD_Detail,coldstore_panel,1,0,Text Only
Kingspan Deep Dive - kingspan-ksn1000fc-five-crown-horizontal-wall-technical-drawing-standard-en-nz.pdf,Kingspan,CAD_Detail,roof_panel,55,0,Text Only
Kingspan Deep Dive - kingspan-ksn1000fc-five-crown-roof-technical-drawing-standard-en-nz.pdf,Kingspan,CAD_Detail,roof_panel,60,0,Text Only
Kingspan Deep Dive - kingspan-ksn1000fc-five-crown-vertical-wall-technical-drawing-standard-en-nz.pdf,Kingspan,CAD_Detail,roof_panel,74,0,Text Only
Kingspan Deep Dive - kingspan-steico-insulation-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,2,0,Text Only
Kingspan Deep Dive - kingspan-therma-tr26-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,8,0,Text Only
Kingspan Deep Dive - kingspan-therma-tr27-tt47-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,14,0,Text Only
Kingspan Deep Dive - kingspan-therma-tr28-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,6,0,Text Only
Kingspan Deep Dive - kingspan-therma-tr28-product-installation-guide-en-nz.pdf,Kingspan,Installation_Guide,roof_insulation,2,0,Text Only
Kingspan Deep Dive - kingspan-thermakraft-cavap-alu-product-data-sheet-en-nz.pdf,Kingspan,Technical_Manual,insulation_accessories,1,0,Text Only
Kingspan Deep Dive - kingspan-thermakraft-cavap-alu-user-installation-guide-en-nz.pdf,Kingspan,Installation_Guide,insulation_accessories,1,0,Text Only
Kingspan Deep Dive - kingspan-wall-roof-ceiling-greentag-certification-scope-en-nz-au.pdf,Kingspan,Certification,wall_panel,4,0,Text Only
Kingspan Deep Dive - steico-installation-guide-version-one.pdf,Kingspan,Installation_Guide,wall_insulation,2,0,Text Only
Kingspan Deep Dive - steico-safety-datasheet-msds-0725.pdf,Kingspan,Technical_Data_Sheet,wall_insulation,4,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-65mm-counter-batten-system-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,1,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-eaves-termination-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,2,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-ridge-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,3,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-roof-barge-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,3,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-valley-en-nz.pdf,Kingspan,Technical_Manual,roof_insulation,3,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-structural-batten-wall-base-concrete-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,4,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-structural-batten-wall-base-timber-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,3,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-structural-batten-wall-top-no-soffit-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,3,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-structural-batten-wall-top-to-soffit-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,3,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-external-corner-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,2,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-internal-corner-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,2,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-pipe-penetration-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,2,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-plan-view-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,2,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-window-head-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,3,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-window-jamb-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,2,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-window-sill-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,3,0,Text Only
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-floor-level-en-nz.pdf,Kingspan,Technical_Manual,wall_insulation,5,0,Text Only
Kingspan Deep Dive - warranty-new-zealand-v5-0325.pdf,Kingspan,Warranty,kingspan_boards_general,19,0,Text Only
MBIE-Minor-Variation-Guidance,MBIE,MBIE_Guidance,mbie_guidance,1,0,Text Only
