filename,brand,category,doc_type,trade,agent_text_chunks,agent_visual_assets,ingest_status,agent_zone
Abodo Wood - TDS-69-Vulcan-Shingles-Roof-Dec-23,Abodo Wood,Other,Technical_Data_Sheet,cladding,21,0,Text Only,Product Rep
Abodo Wood - TDS-70-Vulcan-Shingles-Wall-Dec-23,Abodo Wood,Other,Technical_Data_Sheet,cladding,20,0,Text Only,Product Rep
Abodo Wood - TG17-84x17-Profile-Drawing-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - TG9-135x10-Profile-Drawing-Abodo-Wood-Jan-18,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - TG9-175x10-Profile-Drawing-Abodo-Wood-Jan-18,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-30-Sand-Decking-Abodo-Wood-Sept-22,Abodo Wood,Other,Technical_Data_Sheet,decking,7,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-47-Protector-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,cladding,8,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-66-Vulcan-Nexus-Cladding-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,cladding,14,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-68-Protector-Hybrid-Abodo-Wood-May-23,Abodo Wood,Other,Technical_Data_Sheet,cladding,9,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Char-Oil-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,cladding,3,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Cladding-Screw-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,fasteners,4,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Decking-Screw-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,decking,2,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Iron-Vitriol,Abodo Wood,Other,Technical_Data_Sheet,cladding,6,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Protector-End-Seal-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,cladding,3,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Rejuvenator-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,cladding,2,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Rhombus-Clip-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,cladding,15,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Vulcan-Cladding-Abodo-Wood-New-Zealand,Abodo Wood,Other,Technical_Data_Sheet,cladding,21,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Vulcan-Cladding-Vertical-Grain-Standard-Series-NZ,Abodo Wood,Other,Technical_Data_Sheet,cladding,18,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Vulcan-Decking-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,decking,9,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Vulcan-Panelling-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,interior_linings,7,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Vulcan-Screening-Abodo-Wood-New-Zealand,Abodo Wood,Other,Technical_Data_Sheet,screening,11,0,Text Only,Product Rep
Abodo Wood - Technical-Data-Sheet-Vulcan-Smooth-Decking-Abodo-Wood,Abodo Wood,Other,Technical_Data_Sheet,decking,9,0,Text Only,Product Rep
Abodo Wood - Thermally-Modified-Timber-Fact-Sheet-Abodo-Wood,Abodo Wood,Other,Product_Catalog,cladding,4,0,Text Only,Product Rep
Abodo Wood - Vulcan-25-Year-Warranty,Abodo Wood,Other,Certification,cladding,16,0,Text Only,Product Rep
Abodo Wood - Vulcan-Cladding-A4-Colour-Chart-NZ-Abodo,Abodo Wood,Other,Color_Chart,cladding,1,0,Text Only,Product Rep
Abodo Wood - Vulcan-Screening-Design-Guide-Abodo-Wood,Abodo Wood,Other,Installation_Guide,screening,36,0,Text Only,Product Rep
Abodo Wood - WB10-138x20-Profile-Drawing-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - WB10-180x20mm-Profile-Drawing-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - WB12-138x20-Profile-Drawing-Abodo-Wood-Apr-18,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - WB12-180x18mm-Profile-Drawing-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,2,0,Text Only,Product Rep
Abodo Wood - WB12-90x18-Profile-Drawing-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,2,0,Text Only,Product Rep
Abodo Wood - WB12-90x40mm-Profile-Drawing-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - WB12-90x60mm-Profile-Drawing-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - WB12-Combination-Options-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Abodo Wood - WB12F-180x18-Profile-Drawing-Abodo-Wood-Sept-20,Abodo Wood,Other,CAD_Detail,cladding,2,0,Text Only,Product Rep
Abodo Wood - WB18-135x18-Profile-Drawing-Abodo-Wood,Abodo Wood,Other,CAD_Detail,cladding,1,0,Text Only,Product Rep
Ardex-Waterproofing-Manual,NZ Building Code,Other,Compliance_Document,technical_manual,911,0,Text Only,Inspector
Asona Deep Dive - AC-016-V2-Split-Rail-Profile.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - AC-020-V3-Donn-Standard-Grid-Components.pdf,Asona,Asona Deep Dive,Technical_Manual,ceiling_grid,2,0,Text Only,Product Rep
Asona Deep Dive - AC-021-V2-Donn-Heavy-Grid-Components.pdf,Asona,Asona Deep Dive,Technical_Manual,ceiling_grid,2,0,Text Only,Product Rep
Asona Deep Dive - Asona-AO-Gami.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,5,0,Text Only,Product Rep
Asona Deep Dive - Asona-Diffusion-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_diffuser,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Gypclean.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,5,0,Text Only,Product Rep
Asona Deep Dive - Asona-MetaPan-C-series-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,metal_ceiling,5,0,Text Only,Product Rep
Asona Deep Dive - Asona-MetaPan-P-series-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,metal_ceiling,4,0,Text Only,Product Rep
Asona Deep Dive - Asona-MetaPan-UL-series.pdf,Asona,Asona Deep Dive,Technical_Manual,metal_ceiling,4,0,Text Only,Product Rep
Asona Deep Dive - Asona-Polyfon-40-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_panel,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Polyfon-Mesh.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_panel,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Pyramid-3D-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_panel,4,0,Text Only,Product Rep
Asona Deep Dive - Asona-Quicklock-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Renew.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Snaptex.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_wall,5,0,Text Only,Product Rep
Asona Deep Dive - Asona-Sonacoustic-v5.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_panel,4,0,Text Only,Product Rep
Asona Deep Dive - Asona-Sonaris-Perforated-Laminates-v4.pdf,Asona,Asona Deep Dive,Technical_Manual,perforated_panel,25,0,Text Only,Product Rep
Asona Deep Dive - Asona-Sonaspray-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_spray,4,0,Text Only,Product Rep
Asona Deep Dive - Asona-Sonatex-Acoustic-Laminates-Shades-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_wall,5,0,Text Only,Product Rep
Asona Deep Dive - Asona-Sonawood-Ceiling Tile-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Sonawood-Panel-v8.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_wall,23,0,Text Only,Product Rep
Asona Deep Dive - Asona-Tecsound-FT.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_underlay,5,0,Text Only,Product Rep
Asona Deep Dive - Asona-Tecsound-SY.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_underlay,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Tecsound-Tube-S.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_underlay,5,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-100-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-15-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-25W-v5.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,8,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-30HD-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-4-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,4,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-50-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-50HD-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-75-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Avant-15-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,5,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Baffle-Beam-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_baffle,8,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Cloud-Hygiene-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_cloud,10,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Defender-50-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Duo-35-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Duo-60-v7.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Fabwall-Bass-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Fabwall-Installation-Manual-2025.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,29,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Fabwall-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Hygiene-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Pool-Panel-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Sports-40-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,7,0,Text Only,Product Rep
Asona Deep Dive - Asona-Triton-Trio-85-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,6,0,Text Only,Product Rep
Asona Deep Dive - Asona-Ultratone-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,perforated_panel,10,0,Text Only,Product Rep
Asona Deep Dive - DE-001-V2-Triton-Defender-50-Mounting-Detail.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - DE-002-V2-Triton-Defender-50-Securing-Methods.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - DE-003-V2-Trition-Defender-50-Joint-Details.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - FW-002-V6-Fabwall-Joint-Detail-Options.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - FW-003-V4-Fabwall-Penetration-Detail.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - FW-004-V4-Asona-Fabwall-Head-and-Sill-Details-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - FW-006-V4-Split-Rail-Mounting-Detail.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - FW-007-V5-Fabwall-Standard-Mounting-8-Prong-Impaling-Plate.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - Knauf-Solopanel-v6.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,9,0,Text Only,Product Rep
Asona Deep Dive - Knauf-Stratopanel-v7.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,9,0,Text Only,Product Rep
Asona Deep Dive - OWA-Sinfonia-Balance-v6.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,4,0,Text Only,Product Rep
Asona Deep Dive - OWA-Sinfonia-C-v8.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,4,0,Text Only,Product Rep
Asona Deep Dive - OWA-Sinfonia-Privacy-v7.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,4,0,Text Only,Product Rep
Asona Deep Dive - PD0344-Asona-AO-Gami-Installation-Instructions-WEB.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,3,0,Text Only,Product Rep
Asona Deep Dive - PD0344-Asona-Sonawood-Installation-Guide-WEB-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_wall,22,0,Text Only,Product Rep
Asona Deep Dive - PD0344-Asona-Triton-Baffle-Beam-Installation-Guide-WEB.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_baffle,22,0,Text Only,Product Rep
Asona Deep Dive - PD0344-Asona-Ultratone-Installation-Guide-WEB.pdf,Asona,Asona Deep Dive,Technical_Manual,perforated_panel,17,0,Text Only,Product Rep
Asona Deep Dive - QL-001-V3-Section-Detail.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - QL-002-V2-Detail-to-Wall-Mounted-Furniture.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - QL-003-V2-Section-Detail-with-Aluminium-Trim.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - QL-004-V2-Mid-Wall-Join-Detail.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - QL-005-V2-Penetration-Detail.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - Rondo-Donn-DXW.pdf,Asona,Asona Deep Dive,Technical_Manual,ceiling_grid,5,0,Text Only,Product Rep
Asona Deep Dive - TD-001-V3-Triton-Duo-Direct-Fix-Option.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TD-002-V3-Triton-Duo-CLW190-Hold-Down-Clip.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TD-003-V3-Triton-Duo-Standard-Section.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TD-004-V3-Triton-Duo-1200mm-x-600mm-with-CLW-190-Clips.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TR-001-V3-Asona-Triton-Direct-Fix-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TR-004-1-V3-Asona-Triton-25mm-Concrete-Double-Tee-Hanger-Wire-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TR-006-V5-Asona-Triton-Floating-Island-with-Exposed-Grid-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TR-007-V4-Asona-Triton-Recessed-Downlight-v15.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TR-007-V4-Asona-Triton-Recessed-Downlight-v20.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TR-008-V4-Asona-Triton-Acoustic-Panel-Cover-Join-Options-v10.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TR-009-V3-Asona-Triton-Flush-Ceiling-Join-Details-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TR-012-V3-Asona-Triton-Penetration-Details-Services-Cavity-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TR-013-V3-Asona-Triton-Hip-Junction-Details-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TR-014-V3-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TR-015-V3-Asona-Triton-Raking-Ceiling-Long-Section-Details-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TR-016-V3-Asona-Triton-Insulated-Roof-Lining-v12.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TR-017-V1-Direct-Fixing-to-Floor-Joist-v3.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TS-001-V3-DHS-Purlin-CLW-05-Clip-Fixing.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TS-002-V3-DHS-Purlin-Strap-Fixing.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TS-003-V3-Triton-Sports-40-Sports-Panel-Ridge-Detail.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TS-004-V3-Triton-Sports-40-CLW-95-Wire-Hold-Down-Clip.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TS-005-V4-Triton-Sports-40-1200mm-x-600mm-with-CLW-95-Hold-Down-Clips-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TS-009-V3-Triton-Sports-40-2400mm-x-600mm-with-CLW-95-Hold-Down-Clips-v4.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TS-011-V4.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TS-012-V3-Triton-Sports-40-Suspended-Section.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - TT-001-V3-Standard-Section.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TT-002-V2-ISO-600-x-1200mm.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - TT-003-V3-Standard-Section-Sprinkler-Panel.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - UL-001-V1-Perimeter-Finishing-Options.pdf,Asona,Asona Deep Dive,Technical_Manual,perforated_panel,2,0,Text Only,Product Rep
Asona Deep Dive - rondo-nz-datasheet-donn-v2.pdf,Asona,Asona Deep Dive,Technical_Manual,ceiling_grid,10,0,Text Only,Product Rep
Asona Deep Dive - rondo-nz-datasheet-key-lock.pdf,Asona,Asona Deep Dive,Technical_Manual,ceiling_grid,3,0,Text Only,Product Rep
Asona Deep Dive - rondo-nz-datasheet-xpress.pdf,Asona,Asona Deep Dive,Technical_Manual,ceiling_grid,1,0,Text Only,Product Rep
Asona Deep Dive - th-001_asona_triton_hygiene_standard_section_1.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - tr-001_asona_triton_direct_fix_12.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - tr-003_asona_triton_30mm_services_cavity_11.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - tr-004_asona_triton_concrete_double_tee_10.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - tr-005_asona_triton_concrete_double_tee_-_furring_channel_11.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Asona Deep Dive - tr-006_asona_triton_floating_island_with_exposed_grid_11.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - tr-009_asona_triton_flush_ceiling_join_details_9.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - tr-010_asona_triton_raking_ceiling_-_long_section_detail_10.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - tr-015_asona_raking_ceiling_detail_9.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,2,0,Text Only,Product Rep
Asona Deep Dive - ts-010_asona_triton_sport_wall_panels_1_1.pdf,Asona,Asona Deep Dive,Technical_Manual,acoustic_ceiling,1,0,Text Only,Product Rep
Autex Deep Dive - 3D Ceiling Tiles Data Sheet.pdf,Autex,Autex Deep Dive,Technical_Data_Sheet,acoustic_ceiling,30,0,Text Only,Product Rep
Autex Deep Dive - 3D Ceiling Tiles Install Instructions.pdf,Autex,Autex Deep Dive,Installation_Guide,acoustic_ceiling,18,0,Text Only,Product Rep
Autex Deep Dive - 3D Ceiling Tiles Lookbook.pdf,Autex,Autex Deep Dive,Technical_Manual,acoustic_ceiling,36,0,Text Only,Product Rep
Autex Deep Dive - 3D Ceiling Tiles Manufacturers Warranty.pdf,Autex,Autex Deep Dive,Warranty,acoustic_general,15,0,Text Only,Product Rep
Autex Deep Dive - 3D Tiles Datasheet.pdf,Autex,Autex Deep Dive,Technical_Data_Sheet,acoustic_wall,30,0,Text Only,Product Rep
Autex Deep Dive - 3D Tiles Lookbook.pdf,Autex,Autex Deep Dive,Technical_Manual,acoustic_wall,30,0,Text Only,Product Rep
Autex Deep Dive - 3D Tiles Manufacturers Warranty.pdf,Autex,Autex Deep Dive,Warranty,acoustic_general,21,0,Text Only,Product Rep
Autex Deep Dive - Accent Ceiling Tile Lookbook.pdf,Autex,Autex Deep Dive,Technical_Manual,acoustic_ceiling,9,0,Text Only,Product Rep
Autex Deep Dive - Accent Ceiling Tiles Datasheet.pdf,Autex,Autex Deep Dive,Technical_Data_Sheet,acoustic_ceiling,24,0,Text Only,Product Rep
Autex Deep Dive - Accent Ceiling Tiles Install Instructions.pdf,Autex,Autex Deep Dive,Installation_Guide,acoustic_ceiling,18,0,Text Only,Product Rep
Autex Deep Dive - Accent Ceiling Tiles Manufacturers Guarantee.pdf,Autex,Autex Deep Dive,Technical_Manual,acoustic_ceiling,21,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Ceiling Tiles Data Sheet NZ.pdf,Autex,Autex Deep Dive,Technical_Data_Sheet,acoustic_timber,24,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Ceiling Tiles Install Instructions.pdf,Autex,Autex Deep Dive,Installation_Guide,acoustic_timber,18,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Ceiling Tiles Manufacturers Guarantee.pdf,Autex,Autex Deep Dive,Technical_Manual,acoustic_timber,15,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Lookbook NZ.pdf,Autex,Autex Deep Dive,Technical_Manual,acoustic_timber,15,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Panel Data Sheet NZ.pdf,Autex,Autex Deep Dive,Technical_Data_Sheet,acoustic_timber,27,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Panel Install Instructions.pdf,Autex,Autex Deep Dive,Installation_Guide,acoustic_timber,30,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Panel Manufacturers Guarantee.pdf,Autex,Autex Deep Dive,Technical_Manual,acoustic_timber,24,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Raft Data Sheet NZ.pdf,Autex,Autex Deep Dive,Technical_Data_Sheet,acoustic_timber,24,0,Text Only,Product Rep
Autex Deep Dive - Acoustic Timber Raft Manufacturers Guarantee.pdf,Autex,Autex Deep Dive,Technical_Manual,acoustic_timber,18,0,Text Only,Product Rep
Autex Deep Dive - Care and Maintenance.pdf,Autex,Autex Deep Dive,Care_Guide,acoustic_general,15,0,Text Only,Product Rep
Autex Deep Dive - Cascade Data Sheet.pdf,Autex,Autex Deep Dive,Technical_Data_Sheet,acoustic_screens,21,0,Text Only,Product Rep
Autex Deep Dive - Cascade Installation Instructions.pdf,Autex,Autex Deep Dive,Installation_Guide,acoustic_screens,27,0,Text Only,Product Rep
Autex Deep Dive - Cascade Lookbook.pdf,Autex,Autex Deep Dive,CAD_Files,acoustic_screens,51,0,Text Only,Product Rep
