filename,brand,category,doc_type,trade,agent_text_chunks,agent_visual_assets,ingest_status,agent_zone
Bradford Deep Dive - 85534_yConnect_Document_NZ_glasswool-building-blanket_bradford_pts364_f.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,wall_insulation,11,0,Text Only,Product Rep
Bradford Deep Dive - 85535_yConnect_Document_NZ_Gold Gold Hi-Performance_Bradford_PTS350_E.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,wall_insulation,21,0,Text Only,Product Rep
Bradford Deep Dive - 85537_yConnect_Document_NZ_gw-acoustigard-rolls.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,general_insulation,14,0,Text Only,Product Rep
Bradford Deep Dive - 85538_yConnect_Document_NZ_rw-fireseal-party-wall-sealer.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,wall_insulation,9,0,Text Only,Product Rep
Bradford Deep Dive - 85540_yConnect_Document_NZ_optimo-underfloor-insulation_bradford_pts358_e.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,underfloor_insulation,9,0,Text Only,Product Rep
Bradford Deep Dive - 85557_yConnect_Document_NZ_multitel-hvac-blanket_bradford_pts368_d.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,general_insulation,11,0,Text Only,Product Rep
Bradford Deep Dive - 85600_yConnect_Document_NZ_supertel-hvac-blankets_bradford_pts371_d (1).pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,general_insulation,16,0,Text Only,Product Rep
Bradford Deep Dive - 85601_yConnect_Document_NZ_supertel-hvac-boards_bradford_pts370_d.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,wall_insulation,19,0,Text Only,Product Rep
Bradford Deep Dive - 85602_yConnect_Document_NZ_ultratel-hvac-blanket_bradford_pts373_d.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,wall_insulation,11,0,Text Only,Product Rep
Bradford Deep Dive - 85603_yConnect_Document_NZ_ultratel-hvac-boards_bradford_pts372_d.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,general_insulation,14,0,Text Only,Product Rep
Bradford Deep Dive - 85606_yConnect_Document_NZ_Bradford Fibertex Unfaced_Bradford_PTS351_B.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,general_insulation,12,0,Text Only,Product Rep
Bradford Deep Dive - 85781_yConnect_Document_NZ_gw-acoustic-gold.pdf,Bradford,Bradford Deep Dive,Technical_Data_Sheet,wall_insulation,11,0,Text Only,Product Rep
C-AS1_2nd-Edition_2023,NZ Building Code,NZ Building Code,Compliance_Document,acceptable_solution,133,0,Text Only,Inspector
C-AS2_2nd-Edition_2025,NZ Building Code,Other,Compliance_Document,acceptable_solution,345,0,Text Only,Inspector
C-AS3_Amendment-4_2019-EXPIRED,NZ Building Code,NZ Building Code,Compliance_Document,acceptable_solution,242,0,Text Only,Inspector
C-AS4_Amendment-4_2019-EXPIRED,NZ Building Code,NZ Building Code,Compliance_Document,acceptable_solution,268,0,Text Only,Inspector
C-AS5_Amendment-4_2019-EXPIRED,NZ Building Code,NZ Building Code,Compliance_Document,acceptable_solution,241,0,Text Only,Inspector
C-AS6_Amendment-4_2019-EXPIRED,NZ Building Code,NZ Building Code,Compliance_Document,acceptable_solution,211,0,Text Only,Inspector
C-AS7_Amendment-4_2019-EXPIRED,NZ Building Code,NZ Building Code,Compliance_Document,acceptable_solution,33,0,Text Only,Inspector
C-VM2_Amendment-6_2020,NZ Building Code,NZ Building Code,Compliance_Document,verification_method,225,0,Text Only,Inspector
CAS3-Amendment4-2019-EXPIRED,NZ Building Code,NZ Building Code,Compliance_Document,acceptable_solution,242,0,Text Only,Inspector
CHH Woodproducts - 2017_CHH-_Pinex_SpecificationInstallationGuide_v3-Web.pdf,CHH Woodproducts,Other,Installation_Guide,timber_general,17,0,Text Only,Product Rep
CHH Woodproducts - 20191126CHHWP-TIM-Moulds-on-Timber-Technical-Note-September-2018.pdf,CHH Woodproducts,Other,Technical_Note,framing,3,0,Text Only,Product Rep
CHH Woodproducts - 20191126CHHWP-Trouble-with-Substitutes-Timber-September-2018.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,framing,5,0,Text Only,Product Rep
CHH Woodproducts - Antisapstain-Hylite-NCF-Treated-Pine-Solid-Wood-November-2017-v4.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,treated_timber,62,0,Text Only,Product Rep
CHH Woodproducts - Antisapstain-Treated-Pine-Solid-Wood-July-2017-v3.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,treated_timber,48,0,Text Only,Product Rep
CHH Woodproducts - CCA-Treated-Pine-Solid-Wood-May-2018-v2.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,treated_timber,46,0,Text Only,Product Rep
CHH Woodproducts - CHH-H1.2-Boron-Treated-Pine-Solid-Wood-V-15.1.1.1-Sept-2019.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,treated_timber,50,0,Text Only,Product Rep
CHH Woodproducts - CHHTimberLaserframe68x34CeilingBattenPTSAndBPISCurrent.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,framing,10,0,Text Only,Product Rep
CHH Woodproducts - CHHTimberLaserframeResidentialApplicationsPTSAndBPISCurrent.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,framing,12,0,Text Only,Product Rep
CHH Woodproducts - CHHTimberPinexAnchorPilesPTSAndBPISCurrent.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,framing,9,0,Text Only,Product Rep
CHH Woodproducts - CHHTimberPinexHousePilesPTSAndBPISCurrent-.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,framing,9,0,Text Only,Product Rep
CHH Woodproducts - CHHTimberPinexPostsRailsandPalingsPTSAndBPISCurrent.pdf,CHH Woodproducts,Other,Technical_Data_Sheet,framing,9,0,Text Only,Product Rep
