brand,product,doc_type,codemark_id,branz_number,expiry_date,is_expired,status,bpir_status,scope_limitations
B_Enclosure,Masons - Fibre Cement Sheets - BPIR 2025,Unknown,,,,UNKNOWN,MISSING,DECLARED,
B_Enclosure,Masons - Insul-Baffle - PASS Certificate,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Masons - Intertenancy - Wall System Design Guide,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Masons - Primetherm ERS - BPIR 2024,Unknown,,,,UNKNOWN,MISSING,DECLARED,
B_Enclosure,Masons - UNI PRO - Flexible Air Barrier Installation Guide 2,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,from the products warranty.
B_Enclosure,Masons - VHP Maxi - Roof Underlay PASS Certificate 2026,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metalcraft - Eco Choice Certificate,Unknown,,,MAY 2026,NO,MISSING,UNDECLARED,
B_Enclosure,Metalcraft - Masterspec Specification Links,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metalcraft - NZMRM Installation Guide,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metclad_850 - BPIS Building Product Information Sheet,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,"unlined 
buildings only and buildings with importance level 1."
B_Enclosure,Metclad_850 - Commercial Vertical Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metclad_850 - Loadspan and Fixing Tables Steel,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metclad_850 - Product Flyer,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_7 - Commercial Horizontal Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_7 - Commercial Roof Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_7 - Commercial Vertical Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_7 - Loadspan and Fixing Tables Steel,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_7 - Product Flyer,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_7 - Residential Horizontal Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_7 - Residential Roof Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_7 - Residential Vertical Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_930 - Commercial Horizontal Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_930 - Commercial Roof Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_930 - Commercial Vertical Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_930 - Loadspan and Fixing Tables Steel,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_930 - Product Flyer,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_965 - Commercial Horizontal Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_965 - Commercial Roof Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_965 - Commercial Vertical Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_965 - Loadspan and Fixing Table,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_965 - Product Flyer,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_965 - Residential Horizontal Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metcom_965 - Residential Vertical Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metdek_500 - BPIS Building Product Information Sheet,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,"unlined buildings only 
and buildings with importance level 1."
B_Enclosure,Metdek_500 - Commercial Roof Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metdek_500 - Commercial Vertical Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metdek_500 - Loadspan and Fixing Tables,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,"2400 / 1500
3000 / 1980
MEDIUM (1."
B_Enclosure,Metdek_500 - Product Flyer,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metdek_500 - Residential Roof Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metdek_500 - Residential Vertical Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metdek_855 - BPIS Building Product Information Sheet,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,"unlined buildings only and buildings with 
importance level 1."
B_Enclosure,Metdek_855 - Commercial Roof Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metdek_855 - Commercial Vertical Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metdek_855 - Product Flyer,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metrib_760 - Loadspan and Fixing Tables Steel,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metrib_760 - Product Flyer,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metrib_760 - Residential Horizontal Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Metrib_760 - Residential Vertical Wall Cladding Details,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Midland Brick - Designa Schist - BPIR Compliance,Unknown,,,,UNKNOWN,MISSING,DECLARED,
B_Enclosure,Midland Brick - Full Range - Product Guide 2025,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Monier - Hacienda - Product Technical Statement,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,Very High
B_Enclosure,Monier - Horizon - Product Technical Statement,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Monier - Marseille - Product Technical Statement,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,Very High
B_Enclosure,Monier - Nouveau - Product Technical Statement,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Monier - Portuguese - Collections Brochure,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,under the Australian Consumer Law.
B_Enclosure,Monier - Portuguese - Product Technical Statement,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Monier - Tudor - Product Technical Statement,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,Very High
B_Enclosure,Monier - Universal - 50 Year Performance Guarantee,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Monier - Universal - C-LOC Colour Lock Technology,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Monier - Urban_Shingle - Product Technical Statement,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - BRANZ Detail - Fibre Cement Sheet Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Bifold Inward Opening 105mm Sill,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Bifold Inward Opening Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Bifold Inward Opening Reveal Fix Flan,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Bifold Outward Opening 105mm Sill,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Bifold Outward Opening Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Bifold Outward Opening Reveal Fix Fla,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Bifold Outward Opening Reveal Fix No ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Door 105mm Sill,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Door Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Door Monobloc Direct F,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Door Reveal Fix Flange,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Window 105mm Sill,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Window Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Window Monobloc Direct,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Window Monobloc Reveal,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Window Reveal Fix Flan,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Inward Opening Window Triple Glazed,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Lift Slide Premium,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Multi-Slide 105mm Sill 2 Track,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Multi-Slide Direct Fix 2 Track,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Multi-Slide Reveal Fix 2 Track,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Multi-Slide Stacker 105mm Sill 3 Trac,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Multi-Slide Stacker Direct Fix 3 Trac,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Multi-Slide Stacker Reveal Fix 3 Trac,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Outward Opening Door Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Outward Opening Door Reveal Fix Flang,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Outward Opening Window 105mm Sill,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Outward Opening Window Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Outward Opening Window Reveal Fix Fla,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Smart Slider 105mm Sill,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Smart Slider Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Smart Slider Reveal Fix Flange,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Smart Slider Reveal Fix No Flange,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Tilt Slide 105mm Sill,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Tilt Slide Direct Fix,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Drawing - Tilt Slide Reveal Fix Flange,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Glazing Instructions,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Glazing Packer Location Instructions,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - M-tec II Hinge Adjustment Instructions,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Maco Tech 100 Brake Stay Restrictor Instruction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NK Windows - Tilt Slide Adjustment and Maintenance,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NZ Steel - Durability Statement,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,NZ Steel - Universal - Environmental Categories Guide (MASTE,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - Alibat Fastening Bulletin May 2024,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - BRANZ E2-VM2 Report and Certificate,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - BRANZ EM7 E2-VM2 Certificate Apr 2023,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - Batten System Full Detail Set,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - Care and Maintenance Guide,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - Colour and Texture Guide,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - Detail V015C - General,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - Maintenance Joint Specification Guide,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - Maintenance Joint Summary,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NC247T Product Information,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00102 - Batten Layout for Horizontal Claddi,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00202 - Typical Installation Timber Cavity ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00302 - Typical Installation Timber Cavity ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00402 - Typical Installation Alibat to Timb,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00502 - Typical Base Channel Fixing,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00602 - Typical Base Channel Over Timber Fl,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00702 - Typical Base Channel Over Waterproo,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-007B02 - Typical Base Channel Over Concrete,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00802 - Pre-Fabricated 90 Deg Base Channel ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-00902 - Typical Corner NC107X and NC109X As,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01002 - Drained Vented Cavity Vertical Join,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-010B02 - Vertical Join Mixed Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01102 - Typical External 90 Deg Corner,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01202 - External 90 Deg Corner Using NC251 ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01302 - Internal 90 Deg Corner Using NC107X,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01402 - Typical Inter-Storey or Horizontal ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01502 - Typical Sill Section NC247 and NC24,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01602 - Typical Jamb Section NC247 and NC24,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01702 - Typical Head Section Full Board Usi,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01802 - Typical Head Section Notched Using ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-01902 - Soaker Installation to Window Jamb,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02002 - Typical Head Flashing End Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-021A03 - Typical Soffit Trim,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-021B03 - Typical Raking Soffit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-021C03 - Typical Inverse Raking Soffit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02202 - Typical Pipe Penetration,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-022B02 - Typical Large Pipe Penetration wit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02302 - Typical Apron Roof to Wall Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02402 - Typical Parapet,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02502 - Typical Deck to Wall Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02602 - Typical Roof and Gutter to Wall Jun,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02702 - Notching Board Around Window Head a,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02803 - Board to End of Wall Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-02903 - Typical Nu-Wall Fascia to Soffit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-029B03 - Typical Nu-Wall Fascia to Soffit O,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03003 - Typical Nu-Wall to Fascia Soffit Wa,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03103 - Typical Garage Door Head and Jamb T,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-031B03 - Typical Garage Door Head and Jamb ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03203 - Typical Nu-Wall to Brick Internal C,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03303 - Typical Nu-Wall to Brick External C,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03403 - Typical Nu-Wall to Brick Horizontal,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03503 - Typical Nu-Wall to Brick Vertical J,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03603 - Typical Nu-Wall to Concrete Masonry,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03703 - Typical Nu-Wall to Concrete Masonry,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03803 - Typical Nu-Wall to Concrete Masonry,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-03903 - Typical Nu-Wall Irregular External ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-04003 - Typical Nu-Wall Irregular Internal ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-HOC-04102 - Typical Nu-Wall Irregular Internal ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00101 - Typical Installation Base Channel,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00201 - Typical Installation Base Channel,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00301 - Typical Inter-Storey Joint Option,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00401 - Typical Inter-Storey Joint Option,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00501 - Typical Window Head Section,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00601 - Typical Jamb Section NC247 and NC,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00701 - Typical Sill Section NC247 and NC,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00801 - Typical Soffit Trim Option 1,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-00901 - Typical Soffit Trim Option 2,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-01001 - Typical Raking Soffit Option 1,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-01101 - Typical Raking Soffit Option 2,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-01201 - Typical Inverse Raking Soffit Opt,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-01301 - Typical Inverse Raking Soffit Opt,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-01401 - Typical Garage Door Head Nu-Wall ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-01501 - External 90 Deg Corner Using NC10,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-01601 - Internal 90 Deg Corner Using NC10,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-SS200-01701 - SS200 and Mono 200 Combination,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00102 - Typical Installation Timber Frame,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00202 - Typical Base Channel Fixing,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00302 - Typical Base Channel Over Timber Fl,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00402 - Typical Base Channel Over Waterproo,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-004B02 - Typical Base Channel Over Concrete,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00502 - Pre-Fabricated 90 Deg Base Channel ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00602 - Typical Corner NC107X and NC109X As,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00702 - Typical External 90 Deg Corner,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00802 - Internal 90 Deg Corner Using NC107X,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-00902 - Typical Inter-Storey or Horizontal ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01002 - Typical Sill Section NC247 and NC24,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01102 - Typical Jamb Section NC247 and NC24,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01202 - Typical Jamb Section with Negative ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01302 - Typical Head Section,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01402 - Soaker Installation to Window Jamb,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01502 - Typical Head Flashing End Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-016A03 - Typical Soffit Trim,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-016B03 - Typical Raking Soffit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-016C03 - Typical Inverse Raking Soffit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01702 - Typical Pipe Penetration,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01802 - Typical Apron Roof to Wall Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-01902 - Typical Parapet to Wall,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-02002 - Typical Deck to Wall Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-02102 - Typical Roof and Gutter to Wall Jun,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-02202 - Notching Board Around Window Jamb,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-02303 - Ripped Board to End of Wall Junctio,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Nu-Wall - NW-VDF-02403 - Typical Nu-Wall Fascia to Soffit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
